MemberID,Email,Model_Y,True_Y,Prob_churn
15680772,15680772@gmail.com,0,0,0.17628934160799944
15658929,15658929@gmail.com,0,1,0.16754049426861048
15585388,15585388@gmail.com,0,0,0.08356407583529621
15724623,15724623@gmail.com,0,1,0.15636721695268374
15588537,15588537@gmail.com,0,0,0.48009476064131795
15574692,15574692@gmail.com,0,1,0.33332099384256086
15611325,15611325@gmail.com,0,0,0.06092133037165913
15587562,15587562@gmail.com,0,0,0.19813950469913744
15613172,15613172@gmail.com,0,0,0.1771544250323193
15651022,15651022@gmail.com,0,1,0.4437391754992774
15586310,15586310@gmail.com,0,0,0.12895739417191443
15625524,15625524@gmail.com,0,0,0.07998355065572674
15755209,15755209@gmail.com,0,0,0.1201423692496896
15645248,15645248@gmail.com,0,0,0.05122107426414327
15790355,15790355@gmail.com,0,0,0.472067792735159
15762615,15762615@gmail.com,0,0,0.2716214680397567
15625426,15625426@gmail.com,1,1,0.597448809286265
15716334,15716334@gmail.com,0,0,0.2596215249364731
15789669,15789669@gmail.com,0,0,0.19433991400908748
15621075,15621075@gmail.com,1,0,0.5758467019724093
15810845,15810845@gmail.com,0,0,0.07551166732084243
15719377,15719377@gmail.com,0,1,0.13705623748183987
15654506,15654506@gmail.com,0,0,0.06614257351158766
15771977,15771977@gmail.com,0,0,0.39782811389441447
15708710,15708710@gmail.com,0,0,0.2525402712431369
15726676,15726676@gmail.com,0,0,0.049669884843035986
15587421,15587421@gmail.com,0,0,0.27549376782717405
15726931,15726931@gmail.com,0,1,0.28540647930069296
15771086,15771086@gmail.com,0,0,0.29354780615188014
15756850,15756850@gmail.com,0,0,0.1977383614066696
15702741,15702741@gmail.com,0,0,0.09972516315734883
15679200,15679200@gmail.com,0,0,0.1135702093028109
15594815,15594815@gmail.com,0,0,0.04727281319936618
15635905,15635905@gmail.com,0,0,0.06468842303582287
15777892,15777892@gmail.com,0,0,0.2561558203154525
15656176,15656176@gmail.com,0,0,0.0691210245124223
15811127,15811127@gmail.com,0,0,0.09953684890050639
15604482,15604482@gmail.com,0,0,0.06916982244818183
15622911,15622911@gmail.com,0,0,0.12457206722063426
15600974,15600974@gmail.com,0,1,0.15883694910296145
15727868,15727868@gmail.com,0,1,0.14945695956359878
15627801,15627801@gmail.com,0,0,0.18964201387222382
15773039,15773039@gmail.com,0,0,0.10943616459700974
15755262,15755262@gmail.com,1,1,0.5134880739495886
15679531,15679531@gmail.com,0,0,0.0545423536785363
15684181,15684181@gmail.com,0,1,0.22141918033893415
15612087,15612087@gmail.com,0,0,0.1327289094374548
15752047,15752047@gmail.com,0,0,0.22626125034124342
15624592,15624592@gmail.com,0,0,0.028259810054486443
15573152,15573152@gmail.com,0,0,0.25580225544545626
15594917,15594917@gmail.com,0,0,0.0643457658885563
15785542,15785542@gmail.com,0,0,0.1972633262427088
15723488,15723488@gmail.com,0,1,0.2610801561996864
15680920,15680920@gmail.com,0,0,0.2347630810042596
15786308,15786308@gmail.com,0,0,0.16967405251156017
15659366,15659366@gmail.com,0,1,0.1936220189932793
15774854,15774854@gmail.com,0,1,0.09015230217192478
15725311,15725311@gmail.com,0,0,0.05521270794501284
15787155,15787155@gmail.com,0,0,0.061967603882377265
15727829,15727829@gmail.com,0,0,0.08459472295448668
15733247,15733247@gmail.com,0,1,0.07245694809777235
15568748,15568748@gmail.com,0,1,0.23634079780702094
15699029,15699029@gmail.com,0,0,0.25699568285465774
15774393,15774393@gmail.com,0,0,0.040548118397504405
15676895,15676895@gmail.com,0,1,0.2307152519607518
15637753,15637753@gmail.com,0,1,0.4278819554067735
15605461,15605461@gmail.com,0,0,0.3472569207261307
15808473,15808473@gmail.com,0,0,0.20981582121194498
15627000,15627000@gmail.com,0,0,0.17401477034357146
15787174,15787174@gmail.com,0,0,0.14645517286197626
15723886,15723886@gmail.com,0,0,0.03403408521412195
15704769,15704769@gmail.com,0,0,0.3586564391150834
15772896,15772896@gmail.com,0,1,0.42489522452637196
15711540,15711540@gmail.com,0,0,0.06287541271768873
15764866,15764866@gmail.com,0,1,0.4605660901072846
15794056,15794056@gmail.com,0,1,0.2150096366180996
15795149,15795149@gmail.com,0,0,0.0393001631202132
15812009,15812009@gmail.com,0,0,0.25228897360816316
15651001,15651001@gmail.com,1,0,0.5905878300206302
15813844,15813844@gmail.com,0,0,0.09329400190190032
15596175,15596175@gmail.com,0,1,0.46679788798475935
15576269,15576269@gmail.com,0,0,0.09556522367308613
15797219,15797219@gmail.com,0,1,0.38749681425467264
15685500,15685500@gmail.com,0,0,0.19313229066136756
15599792,15599792@gmail.com,0,0,0.0525995697862785
15657566,15657566@gmail.com,0,0,0.038347252456417645
15772423,15772423@gmail.com,0,1,0.4673715844601291
15628112,15628112@gmail.com,1,0,0.57041477801299
15753754,15753754@gmail.com,0,0,0.07369035399248068
15793726,15793726@gmail.com,0,0,0.32287607033174537
15694717,15694717@gmail.com,0,0,0.23811818129381093
15665834,15665834@gmail.com,0,0,0.13682797700304955
15765297,15765297@gmail.com,0,0,0.1143635450222097
15636684,15636684@gmail.com,0,0,0.02713157492805965
15592979,15592979@gmail.com,0,0,0.2655034567713263
15750803,15750803@gmail.com,0,0,0.07560125315820393
15607178,15607178@gmail.com,0,0,0.22783362641555877
15713853,15713853@gmail.com,0,0,0.18024321406845425
15673481,15673481@gmail.com,0,0,0.45354637232194234
15686776,15686776@gmail.com,0,0,0.14720545301029367
15673693,15673693@gmail.com,0,0,0.08590723895122448
15700696,15700696@gmail.com,0,0,0.05498853568956423
15813163,15813163@gmail.com,0,0,0.48251812098910085
15653857,15653857@gmail.com,0,0,0.030852682331069064
15777076,15777076@gmail.com,0,0,0.1568946817018785
15717398,15717398@gmail.com,0,1,0.4312613335264974
15799217,15799217@gmail.com,0,0,0.3114812919174357
15787071,15787071@gmail.com,0,0,0.12455355561713709
15619955,15619955@gmail.com,0,1,0.13330943041960414
15796505,15796505@gmail.com,0,0,0.16428610869326932
15725166,15725166@gmail.com,0,0,0.05934103079985865
15800116,15800116@gmail.com,0,0,0.12205883903951834
15758685,15758685@gmail.com,0,0,0.1698518346559403
15694456,15694456@gmail.com,0,1,0.2139474693505855
15767339,15767339@gmail.com,0,0,0.2589158118281092
15683562,15683562@gmail.com,0,0,0.04855005529667044
15782210,15782210@gmail.com,0,1,0.228720472323307
15668893,15668893@gmail.com,0,0,0.06395194964931336
15669169,15669169@gmail.com,0,0,0.03666482121643911
15643024,15643024@gmail.com,0,1,0.11419910375573766
15699389,15699389@gmail.com,0,0,0.10877663317579425
15708608,15708608@gmail.com,0,0,0.02693782023925099
15626144,15626144@gmail.com,0,0,0.19433303382104752
15573112,15573112@gmail.com,0,0,0.164136216052796
15790678,15790678@gmail.com,0,0,0.1808776390114035
15727556,15727556@gmail.com,0,0,0.13679297016163855
15697307,15697307@gmail.com,0,0,0.09387939861157099
15652266,15652266@gmail.com,0,0,0.23016758980459662
15607098,15607098@gmail.com,0,0,0.4011412696419362
15655774,15655774@gmail.com,0,0,0.06317753583009782
15590241,15590241@gmail.com,0,1,0.24908364308412997
15785819,15785819@gmail.com,0,0,0.07709315798665063
15723654,15723654@gmail.com,0,0,0.11891010686444735
15774510,15774510@gmail.com,0,0,0.08149995401854315
15684173,15684173@gmail.com,0,1,0.29009331357581813
15650068,15650068@gmail.com,0,0,0.15449961088618996
15811490,15811490@gmail.com,0,0,0.028768569008306825
15803976,15803976@gmail.com,0,0,0.10991607978365597
15682541,15682541@gmail.com,0,0,0.48918578082507097
15695699,15695699@gmail.com,0,0,0.05837096870909242
15624188,15624188@gmail.com,0,0,0.047068661345062726
15812191,15812191@gmail.com,0,0,0.12528353747192622
15636673,15636673@gmail.com,0,0,0.04516759509461291
15594898,15594898@gmail.com,0,1,0.10101773496182767
15660211,15660211@gmail.com,0,0,0.1920003649388905
15773972,15773972@gmail.com,0,1,0.29799046405736945
15746726,15746726@gmail.com,0,0,0.2093562410867525
15712287,15712287@gmail.com,0,0,0.30212541999957504
15702919,15702919@gmail.com,0,0,0.20933444151622352
15674398,15674398@gmail.com,0,0,0.1940646751214566
15797960,15797960@gmail.com,1,0,0.6452212227520521
15631868,15631868@gmail.com,0,0,0.19671384003486878
15581539,15581539@gmail.com,0,0,0.25130633880122405
15662736,15662736@gmail.com,0,1,0.30200132272957986
15666252,15666252@gmail.com,0,0,0.09619110215664664
15677512,15677512@gmail.com,0,0,0.08089475253949983
15626114,15626114@gmail.com,0,0,0.03812704879623296
15810834,15810834@gmail.com,0,0,0.3018788893759668
15678910,15678910@gmail.com,0,0,0.07315099557397586
15694408,15694408@gmail.com,0,1,0.3043655291196853
15585215,15585215@gmail.com,0,0,0.10503207569651553
15682757,15682757@gmail.com,0,0,0.06727404432189231
15736601,15736601@gmail.com,0,0,0.12418057292881775
15601848,15601848@gmail.com,0,0,0.07006920933428028
15736008,15736008@gmail.com,0,1,0.34918676167927004
15669064,15669064@gmail.com,0,0,0.12645994647294856
15624528,15624528@gmail.com,0,0,0.07791884527187838
15598493,15598493@gmail.com,0,0,0.07319280303708513
15601274,15601274@gmail.com,0,0,0.4897783221080639
15702669,15702669@gmail.com,0,0,0.22910095245378492
15728669,15728669@gmail.com,0,1,0.3519545272821844
15742668,15742668@gmail.com,0,0,0.4520527132420819
15697441,15697441@gmail.com,0,1,0.12976621840853675
15740476,15740476@gmail.com,0,0,0.17117305872294195
15648064,15648064@gmail.com,0,0,0.06312298927387006
15636624,15636624@gmail.com,0,1,0.4812155829568523
15807923,15807923@gmail.com,1,1,0.5640989977085551
15745844,15745844@gmail.com,0,1,0.32470433723523245
15786170,15786170@gmail.com,0,0,0.12924626567263875
15681081,15681081@gmail.com,0,0,0.16767340468128708
15684484,15684484@gmail.com,0,0,0.02684574292716767
15785869,15785869@gmail.com,0,0,0.09865795313214609
15763859,15763859@gmail.com,0,0,0.24451955751540302
15658935,15658935@gmail.com,0,0,0.26420252127207144
15747358,15747358@gmail.com,0,0,0.27331761594649834
15735203,15735203@gmail.com,0,0,0.17828686153232245
15576256,15576256@gmail.com,0,0,0.07615841347943235
15659420,15659420@gmail.com,0,0,0.053315628843228574
15593365,15593365@gmail.com,0,0,0.1499880018727533
15777352,15777352@gmail.com,0,0,0.2721051041975965
15812007,15812007@gmail.com,0,0,0.040840255634878586
15625461,15625461@gmail.com,0,0,0.18646388858417312
15739438,15739438@gmail.com,0,0,0.07887566810412251
15611759,15611759@gmail.com,0,0,0.21384487680692363
15661629,15661629@gmail.com,0,1,0.1761096626381118
15633950,15633950@gmail.com,0,0,0.1213980121879702
15592386,15592386@gmail.com,0,0,0.07716291028123733
15803716,15803716@gmail.com,0,0,0.04973647436267604
15696674,15696674@gmail.com,0,1,0.4002353310080311
15706365,15706365@gmail.com,0,0,0.1922521818923563
15745088,15745088@gmail.com,0,0,0.25210801627321167
15676715,15676715@gmail.com,0,0,0.19261701244620671
15613085,15613085@gmail.com,0,0,0.09706692610710915
15633537,15633537@gmail.com,1,0,0.5102938614897337
15594720,15594720@gmail.com,0,0,0.13466352205384918
15684042,15684042@gmail.com,0,0,0.07584662402642327
15583303,15583303@gmail.com,0,0,0.19087770979218083
15611579,15611579@gmail.com,0,0,0.171334372594934
15774696,15774696@gmail.com,1,0,0.57688470060828
15694506,15694506@gmail.com,0,0,0.09170676192289948
15688074,15688074@gmail.com,0,0,0.11968777366371038
15759537,15759537@gmail.com,0,0,0.07446035461817639
15758449,15758449@gmail.com,0,0,0.14387653458740293
15583456,15583456@gmail.com,0,1,0.14980005686206121
15667871,15667871@gmail.com,0,0,0.19219611248184607
15677371,15677371@gmail.com,0,0,0.21240454609589562
15629677,15629677@gmail.com,0,1,0.32369011840703843
15713578,15713578@gmail.com,0,0,0.12032770233220591
15591509,15591509@gmail.com,0,0,0.20009787395658965
15568240,15568240@gmail.com,0,0,0.12880000393063162
15622993,15622993@gmail.com,0,0,0.18841221953397502
15689294,15689294@gmail.com,0,0,0.44661376466897124
15720910,15720910@gmail.com,0,0,0.3152951711954071
15721181,15721181@gmail.com,0,0,0.23230766638231543
15776433,15776433@gmail.com,0,0,0.28564825337945243
15748936,15748936@gmail.com,0,0,0.1981317008632265
15717225,15717225@gmail.com,0,0,0.05477921112549914
15685226,15685226@gmail.com,0,0,0.1706856547705614
15785611,15785611@gmail.com,0,0,0.2752090124008087
15573456,15573456@gmail.com,0,1,0.2839295947308036
15684548,15684548@gmail.com,0,1,0.23477037717840307
15620505,15620505@gmail.com,0,0,0.04287833923321144
15807432,15807432@gmail.com,0,0,0.3635722945247868
15584766,15584766@gmail.com,0,0,0.038748275536901314
15612187,15612187@gmail.com,0,0,0.24723009811012178
15762218,15762218@gmail.com,0,0,0.1268491276493572
15646372,15646372@gmail.com,1,1,0.686677870402093
15690452,15690452@gmail.com,0,0,0.2503657579207551
15747795,15747795@gmail.com,0,0,0.3971907899275524
15781589,15781589@gmail.com,0,0,0.11917335944499928
15732674,15732674@gmail.com,0,0,0.13150555661900012
15642291,15642291@gmail.com,0,0,0.009246455271668523
15692761,15692761@gmail.com,0,0,0.1916929159017733
15578045,15578045@gmail.com,1,1,0.5313956346058296
15745354,15745354@gmail.com,0,0,0.3640200469214656
15701376,15701376@gmail.com,0,0,0.2244591253288847
15691625,15691625@gmail.com,1,0,0.6303107551712146
15566594,15566594@gmail.com,0,0,0.036740566780063724
15760431,15760431@gmail.com,0,0,0.07341722170140463
15686302,15686302@gmail.com,0,0,0.12310094914652701
15801559,15801559@gmail.com,0,1,0.28392559119571503
15810432,15810432@gmail.com,0,0,0.10114039500885585
15809616,15809616@gmail.com,0,0,0.11545225118147308
15720559,15720559@gmail.com,1,1,0.8090947857910088
15695632,15695632@gmail.com,0,0,0.17391945857111385
15659843,15659843@gmail.com,0,0,0.26862700195188305
15615624,15615624@gmail.com,0,0,0.11829892760787497
15810418,15810418@gmail.com,1,1,0.5928602058825065
15716186,15716186@gmail.com,0,0,0.2674714529753112
15674551,15674551@gmail.com,0,1,0.43968852028041605
15622834,15622834@gmail.com,0,0,0.14016796539828233
15566111,15566111@gmail.com,0,0,0.1949026348065462
15784597,15784597@gmail.com,0,0,0.1225076056712131
15652883,15652883@gmail.com,0,0,0.41074998972011706
15806964,15806964@gmail.com,0,0,0.1133340267515891
15576313,15576313@gmail.com,1,0,0.5410527413868604
15806467,15806467@gmail.com,0,1,0.4990823325330213
15597602,15597602@gmail.com,0,1,0.26709442278583534
15743040,15743040@gmail.com,0,0,0.24296523812960133
15705521,15705521@gmail.com,0,0,0.33685689177029776
15595039,15595039@gmail.com,1,1,0.5926036170331015
15799384,15799384@gmail.com,0,0,0.08695655167420492
15581197,15581197@gmail.com,0,0,0.18776249971551207
15693737,15693737@gmail.com,0,0,0.2705126531803179
15624623,15624623@gmail.com,0,0,0.08659685851160412
15783501,15783501@gmail.com,0,0,0.3414969600240522
15690134,15690134@gmail.com,0,0,0.37289023382571357
15782735,15782735@gmail.com,0,0,0.14956802623331666
15611088,15611088@gmail.com,0,0,0.09650144026206026
15672145,15672145@gmail.com,0,0,0.05790378999301621
15732628,15732628@gmail.com,0,0,0.13063451624592004
15787470,15787470@gmail.com,0,1,0.4032837652897351
15803406,15803406@gmail.com,0,0,0.08462137682715322
15730460,15730460@gmail.com,0,0,0.23262715612303114
15644572,15644572@gmail.com,0,0,0.13463062813087223
15694860,15694860@gmail.com,0,1,0.36252404193451154
15658169,15658169@gmail.com,0,0,0.4201868476365612
15794396,15794396@gmail.com,1,0,0.618368460491048
15785798,15785798@gmail.com,0,0,0.07445833750310146
15710825,15710825@gmail.com,0,0,0.15884459240415294
15668444,15668444@gmail.com,1,0,0.5100790849650391
15726631,15726631@gmail.com,0,0,0.19548084236670876
15733797,15733797@gmail.com,0,0,0.18783528483080486
15747960,15747960@gmail.com,0,0,0.03305922704490491
15634632,15634632@gmail.com,0,0,0.16319799837640547
15707362,15707362@gmail.com,0,1,0.2834036758841691
15662976,15662976@gmail.com,0,0,0.1469276277764873
15732778,15732778@gmail.com,0,0,0.09797812759883143
15718443,15718443@gmail.com,0,0,0.1685019244688982
15670039,15670039@gmail.com,0,0,0.20342789600218028
15773792,15773792@gmail.com,0,1,0.08183414690113808
15613786,15613786@gmail.com,0,0,0.042464825578559816
15726032,15726032@gmail.com,0,0,0.0971040911318521
15663252,15663252@gmail.com,0,0,0.0570425054658451
15593782,15593782@gmail.com,0,1,0.4411939695681032
15633283,15633283@gmail.com,0,0,0.06386527932631342
15749167,15749167@gmail.com,0,0,0.029941834090365983
15759298,15759298@gmail.com,0,0,0.07934396093697023
15683625,15683625@gmail.com,0,1,0.2835794930180074
15635367,15635367@gmail.com,0,0,0.09493970193060831
15681705,15681705@gmail.com,0,0,0.05987179368864581
15603156,15603156@gmail.com,0,0,0.11416733174249895
15591986,15591986@gmail.com,0,1,0.4784632399196479
15798888,15798888@gmail.com,0,0,0.19266822755621743
15809722,15809722@gmail.com,0,0,0.3158726160533593
15677538,15677538@gmail.com,0,0,0.09606077987437689
15797736,15797736@gmail.com,0,0,0.041203120293287224
15695585,15695585@gmail.com,0,0,0.08863531314420767
15744398,15744398@gmail.com,0,0,0.04554948761457807
15750658,15750658@gmail.com,0,0,0.13494754901221132
15578186,15578186@gmail.com,0,0,0.3980890370971744
15676519,15676519@gmail.com,0,1,0.47665888046777266
15637954,15637954@gmail.com,0,0,0.08531941075247146
15758639,15758639@gmail.com,0,0,0.16438961517708062
15613772,15613772@gmail.com,0,1,0.12778156529657078
15731744,15731744@gmail.com,0,0,0.030972835962116075
15807709,15807709@gmail.com,0,0,0.3815537552469294
15714689,15714689@gmail.com,0,0,0.07934062829454344
15699005,15699005@gmail.com,0,0,0.201625703002246
15624170,15624170@gmail.com,0,0,0.15043048749419438
15725679,15725679@gmail.com,0,1,0.3547674349339827
15585865,15585865@gmail.com,0,1,0.3697872143485911
15804256,15804256@gmail.com,0,0,0.1764727914299855
15662403,15662403@gmail.com,0,0,0.15688441361381705
15733616,15733616@gmail.com,0,0,0.11467895988453815
15591995,15591995@gmail.com,0,0,0.07718859631595659
15677020,15677020@gmail.com,0,1,0.15959456395348226
15727688,15727688@gmail.com,0,0,0.041782881635905676
15715941,15715941@gmail.com,0,0,0.07272694816851631
15714485,15714485@gmail.com,0,1,0.23411284180894323
15730059,15730059@gmail.com,0,0,0.12723037415335775
15715527,15715527@gmail.com,0,0,0.4652720470794624
15576623,15576623@gmail.com,0,0,0.06226755729538444
15805565,15805565@gmail.com,0,0,0.21584253695556446
15677307,15677307@gmail.com,1,0,0.6281272926403093
15773890,15773890@gmail.com,0,0,0.009782930125159746
15598883,15598883@gmail.com,0,0,0.18509634212761628
15568506,15568506@gmail.com,0,0,0.11738356366091976
15761043,15761043@gmail.com,0,0,0.49873133819477133
15782236,15782236@gmail.com,0,0,0.10257984193375783
15593601,15593601@gmail.com,0,0,0.04237239979393854
15682048,15682048@gmail.com,0,1,0.2077483477705742
15746902,15746902@gmail.com,0,0,0.22328283065174837
15752081,15752081@gmail.com,0,1,0.0959055747446587
